author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
Ian Livengood,Sam Ezersky,Normal,2024-11-16,Saturday,6,Mini,22453,,0,100,True,,149
Ian Livengood,Sam Ezersky,Normal,2024-11-17,Sunday,0,Mini,22454,,0,100,True,,47
Christina Iverson,Sam Ezersky,Normal,2024-11-18,Monday,1,Mini,22465,,0,100,True,,71
Christina Iverson,Sam Ezersky,Normal,2024-11-19,Tuesday,2,Mini,22462,,0,100,True,,43
Christina Iverson,Sam Ezersky,Normal,2024-11-20,Wednesday,3,Mini,22467,,0,100,True,,82
Christina Iverson,Sam Ezersky,Normal,2024-11-21,Thursday,4,Mini,22469,,0,100,True,,24
Christina Iverson,Sam Ezersky,Normal,2024-11-22,Friday,5,Mini,22466,,0,100,True,,54
Christina Iverson,Sam Ezersky,Normal,2024-11-23,Saturday,6,Mini,22468,,0,100,True,,205
Christina Iverson,Sam Ezersky,Normal,2024-11-24,Sunday,0,Mini,22463,,0,100,True,,45
Wyna Liu,Sam Ezersky,Normal,2024-11-25,Monday,1,Mini,22491,,0,100,True,,43
Wyna Liu,Sam Ezersky,Normal,2024-11-26,Tuesday,2,Mini,22490,,0,100,True,,75
Wyna Liu,Sam Ezersky,Normal,2024-11-27,Wednesday,3,Mini,22489,,0,100,True,,48
Wyna Liu,Sam Ezersky,Normal,2024-11-28,Thursday,4,Mini,22488,,0,100,True,,29
Wyna Liu,Sam Ezersky,Normal,2024-11-29,Friday,5,Mini,22487,,0,100,True,,32
Wyna Liu,Sam Ezersky,Normal,2024-11-30,Saturday,6,Mini,22485,,0,100,True,,78
Wyna Liu,Sam Ezersky,Normal,2024-12-01,Sunday,0,Mini,22486,,0,100,True,,39
Tracy Bennett,Sam Ezersky,Normal,2024-12-02,Monday,1,Mini,22495,,0,100,True,,61
Tracy Bennett,Sam Ezersky,Normal,2024-12-03,Tuesday,2,Mini,22496,,0,100,True,,37
Tracy Bennett,Sam Ezersky,Normal,2024-12-04,Wednesday,3,Mini,22497,,0,100,True,,54
Tracy Bennett,Sam Ezersky,Normal,2024-12-05,Thursday,4,Mini,22500,,0,100,True,,72
Tracy Bennett,Sam Ezersky,Normal,2024-12-06,Friday,5,Mini,22498,,0,100,True,,60
Tracy Bennett,Sam Ezersky,Normal,2024-12-07,Saturday,6,Mini,22499,,0,100,True,,170
Tracy Bennett,Sam Ezersky,Normal,2024-12-08,Sunday,0,Mini,22501,,0,100,True,,67
Ian Livengood,Sam Ezersky,Normal,2024-12-09,Monday,1,Mini,22477,,0,100,True,,19
Ian Livengood,Sam Ezersky,Normal,2024-12-10,Tuesday,2,Mini,22478,,0,100,True,,114
Ian Livengood,Sam Ezersky,Normal,2024-12-11,Wednesday,3,Mini,22479,,0,100,True,,76
Ian Livengood,Sam Ezersky,Normal,2024-12-12,Thursday,4,Mini,22480,,0,100,True,,63
Ian Livengood,Sam Ezersky,Normal,2024-12-13,Friday,5,Mini,22481,,0,100,True,,69
Ian Livengood,Sam Ezersky,Normal,2024-12-14,Saturday,6,Mini,22482,,0,100,True,,130
Ian Livengood,Sam Ezersky,Normal,2024-12-15,Sunday,0,Mini,22483,,0,100,True,,46
Christina Iverson,Sam Ezersky,Normal,2024-12-16,Monday,1,Mini,22506,,0,100,True,,26
Christina Iverson,Sam Ezersky,Normal,2024-12-17,Tuesday,2,Mini,22505,,0,100,True,,50
Christina Iverson,Sam Ezersky,Normal,2024-12-18,Wednesday,3,Mini,22503,,0,100,True,,35
Christina Iverson,Sam Ezersky,Normal,2024-12-19,Thursday,4,Mini,22504,,0,100,True,,40
Christina Iverson,Sam Ezersky,Normal,2024-12-20,Friday,5,Mini,22508,,0,100,True,,24
Christina Iverson,Sam Ezersky,Normal,2024-12-21,Saturday,6,Mini,22502,,0,100,True,,46
Christina Iverson,Sam Ezersky,Normal,2024-12-22,Sunday,0,Mini,22507,,0,100,True,,68
Ian Livengood,Sam Ezersky,Normal,2024-12-23,Monday,1,Mini,22512,,0,100,True,,66
Ian Livengood,Sam Ezersky,Normal,2024-12-24,Tuesday,2,Mini,22514,,0,100,True,,34
Ian Livengood,Sam Ezersky,Normal,2024-12-25,Wednesday,3,Mini,22513,,0,100,True,,26
Ian Livengood,Sam Ezersky,Normal,2024-12-26,Thursday,4,Mini,22515,,0,100,True,,37
Ian Livengood,Sam Ezersky,Normal,2024-12-27,Friday,5,Mini,22516,,0,100,True,,68
Ian Livengood,Sam Ezersky,Normal,2024-12-28,Saturday,6,Mini,22519,,0,100,True,,91
Ian Livengood,Sam Ezersky,Normal,2024-12-29,Sunday,0,Mini,22517,,0,100,True,,110
Tracy Bennett,Sam Ezersky,Normal,2024-12-30,Monday,1,Mini,22529,,0,100,True,,46
Tracy Bennett,Sam Ezersky,Normal,2024-12-31,Tuesday,2,Mini,22530,,0,100,True,,36
Tracy Bennett,Sam Ezersky,Normal,2025-01-01,Wednesday,3,Mini,22531,,0,100,True,,49
Tracy Bennett,Sam Ezersky,Normal,2025-01-02,Thursday,4,Mini,22533,,0,100,True,,31
Tracy Bennett,Sam Ezersky,Normal,2025-01-03,Friday,5,Mini,22534,,0,100,True,,37
Tracy Bennett,Sam Ezersky,Normal,2025-01-04,Saturday,6,Mini,22535,,0,100,True,,90
Tracy Bennett,Sam Ezersky,Normal,2025-01-05,Sunday,0,Mini,22536,,0,100,True,,49
Wyna Liu,Sam Ezersky,Normal,2025-01-06,Monday,1,Mini,22522,,0,100,True,,34
Wyna Liu,Sam Ezersky,Normal,2025-01-07,Tuesday,2,Mini,22523,,0,100,True,,58
Wyna Liu,Sam Ezersky,Normal,2025-01-08,Wednesday,3,Mini,22524,,0,100,True,,81
Wyna Liu,Sam Ezersky,Normal,2025-01-09,Thursday,4,Mini,22525,,0,100,True,,42
Wyna Liu,Sam Ezersky,Normal,2025-01-10,Friday,5,Mini,22526,,0,100,True,,40
Wyna Liu,Sam Ezersky,Normal,2025-01-11,Saturday,6,Mini,22527,,0,100,True,,68
Wyna Liu,Sam Ezersky,Normal,2025-01-12,Sunday,0,Mini,22532,,0,100,True,,69
Christina Iverson,Sam Ezersky,Normal,2025-01-13,Monday,1,Mini,22543,,0,100,True,,38
Christina Iverson,Sam Ezersky,Normal,2025-01-14,Tuesday,2,Mini,22538,,0,100,True,,26
Christina Iverson,Sam Ezersky,Normal,2025-01-15,Wednesday,3,Mini,22544,,0,100,True,,45
Christina Iverson,Sam Ezersky,Normal,2025-01-16,Thursday,4,Mini,22540,,0,100,True,,43
Christina Iverson,Sam Ezersky,Normal,2025-01-17,Friday,5,Mini,22539,,0,0,False,,29
Christina Iverson,Sam Ezersky,Normal,2025-01-17,Friday,5,Mini,22539,,0,100,True,,29
Christina Iverson,Sam Ezersky,Normal,2025-01-18,Saturday,6,Mini,22541,,0,100,True,,153
Christina Iverson,Sam Ezersky,Normal,2025-01-19,Sunday,0,Mini,22542,,0,100,True,,50
Wyna Liu,Sam Ezersky,Normal,2025-01-20,Monday,1,Mini,22579,,0,100,True,,82
Wyna Liu,Sam Ezersky,Normal,2025-01-21,Tuesday,2,Mini,22584,,0,100,True,,23
Wyna Liu,Sam Ezersky,Normal,2025-01-22,Wednesday,3,Mini,22585,,0,100,True,,37
Wyna Liu,Sam Ezersky,Normal,2025-01-23,Thursday,4,Mini,22581,,0,100,True,,40
Wyna Liu,Sam Ezersky,Normal,2025-01-24,Friday,5,Mini,22583,,0,100,True,,55
Wyna Liu,Sam Ezersky,Normal,2025-01-25,Saturday,6,Mini,22580,,0,100,True,,92
Wyna Liu,Sam Ezersky,Normal,2025-01-26,Sunday,0,Mini,22582,,0,100,True,,46
Ian Livengood,Sam Ezersky,Normal,2025-01-27,Monday,1,Mini,22570,,0,100,True,,36
Ian Livengood,Sam Ezersky,Normal,2025-01-28,Tuesday,2,Mini,22574,,0,100,True,,112
Ian Livengood,Sam Ezersky,Normal,2025-01-29,Wednesday,3,Mini,22572,,0,100,True,,98
Ian Livengood,Sam Ezersky,Normal,2025-01-30,Thursday,4,Mini,22575,,0,100,True,,56
Ian Livengood,Sam Ezersky,Normal,2025-01-31,Friday,5,Mini,22576,,0,100,True,,30
Ian Livengood,Sam Ezersky,Normal,2025-02-01,Saturday,6,Mini,22573,,0,100,True,,121
Ian Livengood,Joel Fagliano,Normal,2025-02-02,Sunday,0,Mini,22626,,0,100,True,,75
Joel Fagliano,,Normal,2025-02-03,Monday,1,Mini,22608,,0,100,True,,21
Joel Fagliano,,Normal,2025-02-04,Tuesday,2,Mini,22610,,0,100,True,,34
Joel Fagliano,,Normal,2025-02-05,Wednesday,3,Mini,22609,,0,100,True,,66
Joel Fagliano,,Normal,2025-02-06,Thursday,4,Mini,22611,,0,100,True,,36
Joel Fagliano,,Normal,2025-02-07,Friday,5,Mini,22612,,0,100,True,,26
Joel Fagliano,,Normal,2025-02-08,Saturday,6,Mini,22613,,0,100,True,,38
Joel Fagliano,,Normal,2025-02-09,Sunday,0,Mini,22640,,0,100,True,,132
Tracy Bennett,Joel Fagliano,Normal,2025-02-10,Monday,1,Mini,22598,,0,100,True,,39
Sam Ezersky,Joel Fagliano,Normal,2025-02-11,Tuesday,2,Mini,22619,,0,100,True,,43
Ian Livengood,Joel Fagliano,Normal,2025-02-12,Wednesday,3,Mini,22644,,0,100,True,,47
Sam Ezersky,Joel Fagliano,Normal,2025-02-13,Thursday,4,Mini,22615,,0,100,True,,76
Christina Iverson,Joel Fagliano,Normal,2025-02-14,Friday,5,Mini,22634,,0,100,True,,32
Joel Fagliano,,Normal,2025-02-15,Saturday,6,Mini,22635,,0,100,True,,49
Joel Fagliano,,Normal,2025-02-16,Sunday,0,Mini,22642,,0,100,True,,65
Wyna Liu,Joel Fagliano,Normal,2025-02-17,Monday,1,Mini,22655,,0,100,True,,31
Joel Fagliano,,Normal,2025-02-18,Tuesday,2,Mini,22656,,0,100,True,,72
Tracy Bennett,Joel Fagliano,Normal,2025-02-19,Wednesday,3,Mini,22599,,0,100,True,,37
Sam Ezersky,Joel Fagliano,Normal,2025-02-20,Thursday,4,Mini,22616,,0,100,True,,29
Joel Fagliano,,Normal,2025-02-21,Friday,5,Mini,22657,,0,100,True,,73
Christina Iverson,Joel Fagliano,Normal,2025-02-22,Saturday,6,Mini,22630,,0,100,True,,75
Joel Fagliano,,Normal,2025-02-23,Sunday,0,Mini,22660,,0,100,True,,30
Wyna Liu,Joel Fagliano,Normal,2025-02-24,Monday,1,Mini,22659,,0,100,True,,25
Tracy Bennett,Joel Fagliano,Normal,2025-02-25,Tuesday,2,Mini,22596,,0,100,True,,34
Christina Iverson,Joel Fagliano,Normal,2025-02-26,Wednesday,3,Mini,22662,,0,100,True,,25
Joel Fagliano,,Normal,2025-02-27,Thursday,4,Mini,22639,,0,100,True,,102
Ian Livengood,Joel Fagliano,Normal,2025-02-28,Friday,5,Mini,22667,,0,100,True,,65
Joel Fagliano,,Normal,2025-03-01,Saturday,6,Mini,22665,,0,100,True,,138
Christina Iverson,Joel Fagliano,Normal,2025-03-02,Sunday,0,Mini,22629,,0,100,True,,58
Joel Fagliano,,Normal,2025-03-03,Monday,1,Mini,22668,,0,100,True,,22
Sam Ezersky,Joel Fagliano,Normal,2025-03-04,Tuesday,2,Mini,22618,,0,100,True,,31
Tracy Bennett,Joel Fagliano,Normal,2025-03-05,Wednesday,3,Mini,22658,,0,100,True,,187
Christina Iverson,Joel Fagliano,Normal,2025-03-06,Thursday,4,Mini,22684,,0,100,True,,87
Joel Fagliano,,Normal,2025-03-07,Friday,5,Mini,22638,,0,100,True,,39
Joel Fagliano,,Normal,2025-03-08,Saturday,6,Mini,22680,,0,100,True,,110
Sam Ezersky,Joel Fagliano,Normal,2025-03-09,Sunday,0,Mini,22621,,0,100,True,,35
Joel Fagliano,,Normal,2025-03-10,Monday,1,Mini,22686,,0,100,True,,53
